FileName,Molecule,MinStartTime,MaxEndTime
C30_QC_01.d,TAG(52:6_FA16:0),13.8300,14.3800
C30_QC_02.d,TAG(52:6_FA16:0),13.8300,14.3200
C30_QC_00.d,TAG(52:6_FA16:1),13.7700,14.2000
C30_QC_01.d,TAG(52:6_FA16:1),13.7100,14.2300
C30_QC_02.d,TAG(52:6_FA16:1),13.7400,14.1700
C30_QC_00.d,TAG(52:6_FA18:1),13.8300,14.3500
C30_QC_01.d,TAG(52:6_FA18:1),13.7700,14.2600
C30_QC_02.d,TAG(52:6_FA18:1),13.7400,14.2300
C30_QC_00.d,TAG(52:6_FA18:2),13.7700,14.2000
C30_QC_01.d,TAG(52:6_FA18:2),13.7100,14.1700
C30_QC_02.d,TAG(52:6_FA18:2),13.7100,14.1400
C30_QC_00.d,TAG(52:6_FA18:3),13.7700,14.2000
C30_QC_01.d,TAG(52:6_FA18:3),13.7400,14.1700
C30_QC_02.d,TAG(52:6_FA18:3),13.7400,14.1400
C30_QC_00.d,TAG(52:6_FA20:4),13.8600,14.2600
C30_QC_01.d,TAG(52:6_FA20:4),13.8300,14.2000
C30_QC_02.d,TAG(52:6_FA20:4),13.8300,14.2000
C30_QC_00.d,TAG(52:6_FA20:5),13.9600,14.3200
C30_QC_01.d,TAG(52:6_FA20:5),13.9200,14.2600
C30_QC_02.d,TAG(52:6_FA20:5),13.8900,14.2600
C30_QC_00.d,TAG(52:6_FA22:6),14.0800,14.4100
C30_QC_01.d,TAG(52:6_FA22:6),14.0200,14.3800
C30_QC_02.d,TAG(52:6_FA22:6),14.0200,14.3800
C30_QC_00.d,TAG(52:7_FA16:0),15.1800,15.6400
C30_QC_01.d,TAG(52:7_FA16:0),15.1500,15.6100
C30_QC_02.d,TAG(52:7_FA16:0),15.1200,15.5800
C30_QC_00.d,TAG(52:7_FA18:1),15.1800,15.6400
C30_QC_01.d,TAG(52:7_FA18:1),15.1200,15.6100
C30_QC_02.d,TAG(52:7_FA18:1),15.1200,15.5400
C30_QC_00.d,TAG(52:7_FA20:5),13.6500,14.0200
C30_QC_01.d,TAG(52:7_FA20:5),13.5900,13.9900
C30_QC_02.d,TAG(52:7_FA20:5),13.5900,13.9900
C30_QC_00.d,TAG(52:7_FA22:6),13.7100,14.0800
C30_QC_01.d,TAG(52:7_FA22:6),13.6800,14.0500
C30_QC_02.d,TAG(52:7_FA22:6),13.6800,14.0200
C30_QC_00.d,TAG(52:8_FA16:1),15.2100,15.7000
C30_QC_01.d,TAG(52:8_FA16:1),15.2100,15.6100
C30_QC_02.d,TAG(52:8_FA16:1),14.7500,15.6400
C30_QC_00.d,TAG(52:8_FA18:2),14.8400,15.6100
C30_QC_01.d,TAG(52:8_FA18:2),14.7800,15.5400
C30_QC_02.d,TAG(52:8_FA18:2),14.7800,15.5400
C30_QC_00.d,TAG(53:0_FA16:0),14.0100,14.4100
C30_QC_01.d,TAG(53:0_FA16:0),13.9800,14.3500
C30_QC_02.d,TAG(53:0_FA16:0),13.9800,14.3800
C30_QC_00.d,TAG(53:1_FA16:0),15.2000,16.0900
C30_QC_01.d,TAG(53:1_FA16:0),15.1700,16.0600
C30_QC_02.d,TAG(53:1_FA16:0),15.1700,15.5700
C30_QC_00.d,TAG(53:1_FA17:0),15.6600,16.0900
C30_QC_01.d,TAG(53:1_FA17:0),15.1400,15.5700
C30_QC_02.d,TAG(53:1_FA17:0),15.1400,15.5400
C30_QC_00.d,TAG(53:1_FA18:0),15.6600,16.0900
C30_QC_01.d,TAG(53:1_FA18:0),15.6300,16.0300
C30_QC_02.d,TAG(53:1_FA18:0),15.6000,16.0300
C30_QC_00.d,TAG(53:1_FA18:1),15.1700,15.6000
C30_QC_01.d,TAG(53:1_FA18:1),15.1400,15.5700
C30_QC_02.d,TAG(53:1_FA18:1),15.1400,15.5400
C30_QC_00.d,TAG(53:2_FA17:1),15.2600,15.6300
C30_QC_01.d,TAG(53:2_FA17:1),15.2000,15.6000
C30_QC_02.d,TAG(53:2_FA17:1),15.2000,15.6000
C30_QC_00.d,TAG(53:3_FA16:0),14.8700,15.2300
C30_QC_01.d,TAG(53:3_FA16:0),14.8400,15.2300
C30_QC_02.d,TAG(53:3_FA16:0),14.8400,15.2000
C30_QC_00.d,TAG(53:3_FA17:0),14.8400,15.2300
C30_QC_01.d,TAG(53:3_FA17:0),14.8100,15.2000
C30_QC_02.d,TAG(53:3_FA17:0),14.7800,15.2000
C30_QC_00.d,TAG(53:3_FA18:2),14.8400,15.2300
C30_QC_01.d,TAG(53:3_FA18:2),14.8100,15.2000
C30_QC_02.d,TAG(53:3_FA18:2),14.7800,15.2000
C30_QC_00.d,TAG(53:4_FA16:0),14.5300,15.0500
C30_QC_01.d,TAG(53:4_FA16:0),14.5000,15.0800
C30_QC_02.d,TAG(53:4_FA16:0),14.5000,15.0800
C30_QC_00.d,TAG(53:4_FA17:0),14.5000,14.9300
C30_QC_01.d,TAG(53:4_FA17:0),14.4700,14.8700
C30_QC_02.d,TAG(53:4_FA17:0),14.4700,14.8700
C30_QC_00.d,TAG(53:4_FA18:2),14.5000,14.9000
C30_QC_01.d,TAG(53:4_FA18:2),14.4700,14.8400
C30_QC_02.d,TAG(53:4_FA18:2),14.4400,14.8400
C30_QC_00.d,TAG(53:4_FA18:3),14.5300,14.9600
C30_QC_01.d,TAG(53:4_FA18:3),14.5300,14.9300
C30_QC_02.d,TAG(53:4_FA18:3),14.4700,14.9000
C30_QC_00.d,TAG(53:4_FA20:4),14.3500,15.1400
C30_QC_01.d,TAG(53:4_FA20:4),14.3800,15.1100
C30_QC_02.d,TAG(53:4_FA20:4),14.3500,15.0800
C30_QC_00.d,TAG(53:5_FA20:4),14.3500,14.7500
C30_QC_01.d,TAG(53:5_FA20:4),14.2900,14.6900
C30_QC_02.d,TAG(53:5_FA20:4),14.2900,14.6900
C30_QC_00.d,TAG(53:6_FA20:4),14.0400,14.4100
C30_QC_01.d,TAG(53:6_FA20:4),14.0100,14.3800
C30_QC_02.d,TAG(53:6_FA20:4),14.0100,14.3800
C30_QC_00.d,TAG(54:0_FA16:0),16.5400,16.9400
C30_QC_01.d,TAG(54:0_FA16:0),16.5100,16.8800
C30_QC_02.d,TAG(54:0_FA16:0),16.4800,16.8800
C30_QC_00.d,TAG(54:0_FA18:0),16.5100,16.9100
C30_QC_01.d,TAG(54:0_FA18:0),16.4800,16.8500
C30_QC_02.d,TAG(54:0_FA18:0),16.4800,16.8500
C30_QC_00.d,TAG(54:1_FA16:0),15.9600,16.3600
C30_QC_01.d,TAG(54:1_FA16:0),15.9300,16.3000
C30_QC_02.d,TAG(54:1_FA16:0),15.9000,16.3000
C30_QC_00.d,TAG(54:1_FA18:0),15.9600,16.3600
C30_QC_01.d,TAG(54:1_FA18:0),15.9300,16.3000
C30_QC_02.d,TAG(54:1_FA18:0),15.9300,16.3000
C30_QC_00.d,TAG(54:1_FA18:1),15.4700,15.8400
C30_QC_01.d,TAG(54:1_FA18:1),15.4400,15.8100
C30_QC_02.d,TAG(54:1_FA18:1),15.4100,15.7800
C30_QC_00.d,TAG(54:1_FA20:0),15.9900,16.3600
C30_QC_01.d,TAG(54:1_FA20:0),15.9600,16.3300
C30_QC_02.d,TAG(54:1_FA20:0),15.9300,16.3000
C30_QC_00.d,TAG(54:1_FA20:1),15.4400,15.8100
C30_QC_01.d,TAG(54:1_FA20:1),15.4100,15.7800
C30_QC_02.d,TAG(54:1_FA20:1),15.3800,15.7500
C30_QC_00.d,TAG(54:2_FA16:0),15.4400,15.8400
C30_QC_01.d,TAG(54:2_FA16:0),15.4100,15.7800
C30_QC_02.d,TAG(54:2_FA16:0),15.3800,15.7800
C30_QC_00.d,TAG(54:2_FA18:0),15.4700,15.8400
C30_QC_01.d,TAG(54:2_FA18:0),15.4400,15.8100
C30_QC_02.d,TAG(54:2_FA18:0),15.4400,15.8100
C30_QC_00.d,TAG(54:2_FA18:1),15.4700,15.8400
C30_QC_01.d,TAG(54:2_FA18:1),15.4400,15.8100
C30_QC_02.d,TAG(54:2_FA18:1),15.4100,15.7800
C30_QC_00.d,TAG(54:2_FA18:2),15.1100,15.4700
C30_QC_01.d,TAG(54:2_FA18:2),15.0800,15.4400
C30_QC_02.d,TAG(54:2_FA18:2),15.0800,15.4400
C30_QC_00.d,TAG(54:2_FA20:0),15.5700,15.9600
C30_QC_01.d,TAG(54:2_FA20:0),15.5300,15.9000
C30_QC_02.d,TAG(54:2_FA20:0),15.5000,15.9000
C30_QC_00.d,TAG(54:2_FA20:2),15.5000,15.9000
C30_QC_01.d,TAG(54:2_FA20:2),15.4400,15.8400
C30_QC_02.d,TAG(54:2_FA20:2),15.4400,15.8400
C30_QC_00.d,TAG(54:3_FA16:0),15.0800,15.4700
C30_QC_01.d,TAG(54:3_FA16:0),15.0500,15.4100
C30_QC_02.d,TAG(54:3_FA16:0),15.0200,15.4100
C30_QC_00.d,TAG(54:3_FA16:1),14.7100,15.4700
C30_QC_01.d,TAG(54:3_FA16:1),14.9500,15.4100
C30_QC_02.d,TAG(54:3_FA16:1),14.9500,15.4700
C30_QC_00.d,TAG(54:3_FA18:0),15.1100,15.4700
C30_QC_01.d,TAG(54:3_FA18:0),15.0800,15.4400
C30_QC_02.d,TAG(54:3_FA18:0),15.0500,15.4400
C30_QC_00.d,TAG(54:3_FA18:1),14.9900,15.4100
C30_QC_01.d,TAG(54:3_FA18:1),14.9500,15.3800
C30_QC_02.d,TAG(54:3_FA18:1),14.9500,15.3800
C30_QC_00.d,TAG(54:3_FA18:2),15.1100,15.4700
C30_QC_01.d,TAG(54:3_FA18:2),15.0800,15.4400
C30_QC_02.d,TAG(54:3_FA18:2),15.0800,15.4100
C30_QC_00.d,TAG(54:3_FA18:3),14.8000,15.6600
C30_QC_01.d,TAG(54:3_FA18:3),14.7700,15.6300
C30_QC_02.d,TAG(54:3_FA18:3),14.7700,15.6000
C30_QC_00.d,TAG(54:3_FA20:1),15.0800,15.4400
C30_QC_01.d,TAG(54:3_FA20:1),15.0500,15.4100
C30_QC_02.d,TAG(54:3_FA20:1),15.0500,15.4100
C30_QC_00.d,TAG(54:3_FA20:2),15.0800,15.4400
C30_QC_01.d,TAG(54:3_FA20:2),15.0500,15.4100
C30_QC_02.d,TAG(54:3_FA20:2),15.0200,15.3800
C30_QC_00.d,TAG(54:3_FA20:3),14.7400,15.6000
C30_QC_01.d,TAG(54:3_FA20:3),14.6800,15.6000
C30_QC_02.d,TAG(54:3_FA20:3),14.5600,15.5700
C30_QC_00.d,TAG(54:4_FA16:0),14.5600,15.1700
C30_QC_01.d,TAG(54:4_FA16:0),14.5000,15.1100
C30_QC_02.d,TAG(54:4_FA16:0),14.6800,15.1100
C30_QC_00.d,TAG(54:4_FA16:1),14.4400,15.1400
C30_QC_01.d,TAG(54:4_FA16:1),14.4100,15.1100
C30_QC_02.d,TAG(54:4_FA16:1),14.4100,15.0800
C30_QC_00.d,TAG(54:4_FA18:0),14.7700,15.1400
C30_QC_01.d,TAG(54:4_FA18:0),14.7100,15.1100
C30_QC_02.d,TAG(54:4_FA18:0),14.7100,15.0800
C30_QC_00.d,TAG(54:4_FA18:1),14.6800,15.0500
C30_QC_01.d,TAG(54:4_FA18:1),14.6200,15.0200
C30_QC_02.d,TAG(54:4_FA18:1),14.6200,14.9900
C30_QC_00.d,TAG(54:4_FA18:2),14.6800,15.1100
C30_QC_01.d,TAG(54:4_FA18:2),14.6500,15.0800
C30_QC_02.d,TAG(54:4_FA18:2),14.6200,15.0500
C30_QC_00.d,TAG(54:4_FA18:3),14.8000,15.2000
C30_QC_01.d,TAG(54:4_FA18:3),14.7700,15.1400
C30_QC_02.d,TAG(54:4_FA18:3),14.7700,15.1400
C30_QC_00.d,TAG(54:4_FA20:1),14.6800,15.1100
C30_QC_01.d,TAG(54:4_FA20:1),14.6200,15.0800
C30_QC_02.d,TAG(54:4_FA20:1),14.6500,15.1100
C30_QC_00.d,TAG(54:4_FA20:2),14.7100,15.1100
C30_QC_01.d,TAG(54:4_FA20:2),14.6800,15.0800
C30_QC_02.d,TAG(54:4_FA20:2),14.6800,15.0500
C30_QC_00.d,TAG(54:4_FA20:3),14.5600,15.1700
C30_QC_01.d,TAG(54:4_FA20:3),14.5000,15.1400
C30_QC_02.d,TAG(54:4_FA20:3),14.5000,15.1400
C30_QC_00.d,TAG(54:4_FA20:4),14.5600,14.9600
C30_QC_01.d,TAG(54:4_FA20:4),14.5300,14.8900
C30_QC_02.d,TAG(54:4_FA20:4),14.5000,14.8900
C30_QC_00.d,TAG(54:4_FA22:4),14.8600,15.2300
C30_QC_01.d,TAG(54:4_FA22:4),14.8300,15.2000
C30_QC_02.d,TAG(54:4_FA22:4),14.8000,15.1700
C30_QC_00.d,TAG(54:5_FA16:0),14.4100,14.9300
C30_QC_01.d,TAG(54:5_FA16:0),14.4100,14.8600
C30_QC_02.d,TAG(54:5_FA16:0),14.3800,14.8600
C30_QC_00.d,TAG(54:5_FA16:1),14.1900,14.8600
C30_QC_01.d,TAG(54:5_FA16:1),14.1000,14.8300
C30_QC_02.d,TAG(54:5_FA16:1),14.1300,14.7700
C30_QC_00.d,TAG(54:5_FA18:0),14.1300,14.8900
C30_QC_01.d,TAG(54:5_FA18:0),14.1000,14.8300
C30_QC_02.d,TAG(54:5_FA18:0),14.3100,14.8300
C30_QC_00.d,TAG(54:5_FA18:1),14.3500,14.7400
C30_QC_01.d,TAG(54:5_FA18:1),14.3100,14.7100
C30_QC_02.d,TAG(54:5_FA18:1),14.3100,14.7100
C30_QC_00.d,TAG(54:5_FA18:2),14.3500,14.7100
C30_QC_01.d,TAG(54:5_FA18:2),14.3100,14.6800
C30_QC_02.d,TAG(54:5_FA18:2),14.3100,14.6800
C30_QC_00.d,TAG(54:5_FA18:3),14.4100,14.8000
C30_QC_01.d,TAG(54:5_FA18:3),14.3800,14.7700
C30_QC_02.d,TAG(54:5_FA18:3),14.3500,14.7400
C30_QC_00.d,TAG(54:5_FA20:2),14.3500,14.8300
C30_QC_01.d,TAG(54:5_FA20:2),14.2800,14.7700
C30_QC_02.d,TAG(54:5_FA20:2),14.2800,14.7700
C30_QC_00.d,TAG(54:5_FA20:3),14.2800,14.8600
C30_QC_01.d,TAG(54:5_FA20:3),14.2500,14.8000
C30_QC_02.d,TAG(54:5_FA20:3),14.3100,14.8000
C30_QC_00.d,TAG(54:5_FA20:4),14.5600,14.9300
C30_QC_01.d,TAG(54:5_FA20:4),14.5300,14.8600
C30_QC_02.d,TAG(54:5_FA20:4),14.5300,14.8600
C30_QC_00.d,TAG(54:5_FA20:5),14.2800,14.6500
C30_QC_01.d,TAG(54:5_FA20:5),14.2500,14.6200
C30_QC_02.d,TAG(54:5_FA20:5),14.2500,14.6500
C30_QC_00.d,TAG(54:5_FA22:4),14.4400,14.8300
C30_QC_01.d,TAG(54:5_FA22:4),14.4100,14.8000
C30_QC_02.d,TAG(54:5_FA22:4),14.4100,14.7700
C30_QC_00.d,TAG(54:5_FA22:5),14.3100,15.0500
C30_QC_01.d,TAG(54:5_FA22:5),14.2200,15.0200
C30_QC_02.d,TAG(54:5_FA22:5),14.2500,14.9900
C30_QC_00.d,TAG(54:6_FA16:0),14.2500,14.7700
C30_QC_01.d,TAG(54:6_FA16:0),14.1900,14.7400
C30_QC_02.d,TAG(54:6_FA16:0),14.1900,14.7400
C30_QC_00.d,TAG(54:6_FA16:1),14.1000,14.5600
C30_QC_01.d,TAG(54:6_FA16:1),14.0400,14.5300
C30_QC_02.d,TAG(54:6_FA16:1),14.0400,14.5300
C30_QC_00.d,TAG(54:6_FA18:1),14.1000,14.5000
C30_QC_01.d,TAG(54:6_FA18:1),14.0400,14.4400
C30_QC_02.d,TAG(54:6_FA18:1),14.0400,14.4400
C30_QC_00.d,TAG(54:6_FA18:2),14.0700,14.4400
C30_QC_01.d,TAG(54:6_FA18:2),14.0100,14.4100
C30_QC_02.d,TAG(54:6_FA18:2),14.0100,14.3800
C30_QC_00.d,TAG(54:6_FA18:3),14.1000,14.4700
C30_QC_01.d,TAG(54:6_FA18:3),14.0700,14.4400
C30_QC_02.d,TAG(54:6_FA18:3),14.0400,14.4400
C30_QC_00.d,TAG(54:6_FA20:3),14.0700,14.5900
C30_QC_01.d,TAG(54:6_FA20:3),14.0400,14.5600
C30_QC_02.d,TAG(54:6_FA20:3),14.0100,14.5300
C30_QC_00.d,TAG(54:6_FA20:4),14.2500,14.5900
C30_QC_01.d,TAG(54:6_FA20:4),14.1900,14.5600
C30_QC_02.d,TAG(54:6_FA20:4),14.1900,14.5600
C30_QC_00.d,TAG(54:6_FA20:5),14.2800,14.6500
C30_QC_01.d,TAG(54:6_FA20:5),14.0100,14.6200
C30_QC_02.d,TAG(54:6_FA20:5),14.2500,14.6200
C30_QC_00.d,TAG(54:6_FA22:5),14.1900,14.6800
C30_QC_01.d,TAG(54:6_FA22:5),14.1600,14.6200
C30_QC_02.d,TAG(54:6_FA22:5),14.1300,14.6200
C30_QC_00.d,TAG(54:6_FA22:6),14.4400,14.8000
C30_QC_01.d,TAG(54:6_FA22:6),14.4100,14.7700
C30_QC_02.d,TAG(54:6_FA22:6),14.4100,14.7400
C30_QC_00.d,TAG(54:7_FA16:1),13.8900,14.4400
C30_QC_01.d,TAG(54:7_FA16:1),13.8600,14.3800
C30_QC_02.d,TAG(54:7_FA16:1),13.8600,14.3800
C30_QC_00.d,TAG(54:7_FA18:1),13.8300,14.3800
C30_QC_01.d,TAG(54:7_FA18:1),13.8300,14.3500
C30_QC_02.d,TAG(54:7_FA18:1),13.8000,14.3800
C30_QC_00.d,TAG(54:7_FA18:2),13.8300,14.2600
C30_QC_01.d,TAG(54:7_FA18:2),13.7700,14.1900
C30_QC_02.d,TAG(54:7_FA18:2),13.7700,14.1600
C30_QC_00.d,TAG(54:7_FA18:3),13.8300,14.2200
C30_QC_01.d,TAG(54:7_FA18:3),13.7700,14.1600
C30_QC_02.d,TAG(54:7_FA18:3),13.7700,14.1600
C30_QC_00.d,TAG(54:7_FA20:4),13.9200,14.3200
C30_QC_01.d,TAG(54:7_FA20:4),13.8600,14.2900
C30_QC_02.d,TAG(54:7_FA20:4),13.8600,14.2900
C30_QC_00.d,TAG(54:7_FA20:5),14.0100,14.3500
C30_QC_01.d,TAG(54:7_FA20:5),13.9500,14.3200
C30_QC_02.d,TAG(54:7_FA20:5),13.9500,14.3200
C30_QC_00.d,TAG(54:7_FA22:5),13.9200,14.3800
C30_QC_01.d,TAG(54:7_FA22:5),13.8300,14.3500
C30_QC_02.d,TAG(54:7_FA22:5),13.8300,14.3500
C30_QC_00.d,TAG(54:7_FA22:6),14.0700,14.4100
C30_QC_01.d,TAG(54:7_FA22:6),14.0100,14.3800
C30_QC_02.d,TAG(54:7_FA22:6),14.0100,14.3800
C30_QC_00.d,TAG(54:8_FA18:2),13.5800,14.1000
C30_QC_01.d,TAG(54:8_FA18:2),13.5500,14.0700
C30_QC_02.d,TAG(54:8_FA18:2),13.5500,14.0700
C30_QC_00.d,TAG(54:8_FA18:3),13.5800,13.9800
C30_QC_01.d,TAG(54:8_FA18:3),13.5200,13.9500
C30_QC_02.d,TAG(54:8_FA18:3),13.5200,13.9800
C30_QC_00.d,TAG(54:8_FA20:4),13.6800,14.1000
C30_QC_01.d,TAG(54:8_FA20:4),13.6100,14.0400
C30_QC_02.d,TAG(54:8_FA20:4),13.6400,14.0700
C30_QC_00.d,TAG(54:8_FA20:5),13.6800,14.1000
C30_QC_01.d,TAG(54:8_FA20:5),13.6400,14.0400
C30_QC_02.d,TAG(54:8_FA20:5),13.6400,14.0400
C30_QC_00.d,TAG(54:8_FA22:6),13.7700,14.1300
C30_QC_01.d,TAG(54:8_FA22:6),13.7400,14.1000
C30_QC_02.d,TAG(54:8_FA22:6),13.7100,14.0700
C30_QC_00.d,TAG(55:1_FA16:0),14.1300,14.4900
C30_QC_01.d,TAG(55:1_FA16:0),14.1000,14.4300
C30_QC_02.d,TAG(55:1_FA16:0),14.1000,14.4300
C30_QC_00.d,TAG(55:1_FA18:1),14.0100,14.4300
C30_QC_01.d,TAG(55:1_FA18:1),13.9700,14.4000
C30_QC_02.d,TAG(55:1_FA18:1),13.9700,14.4000
C30_QC_00.d,TAG(55:2_FA18:1),15.2300,16.0800
C30_QC_01.d,TAG(55:2_FA18:1),15.1700,16.0200
C30_QC_02.d,TAG(55:2_FA18:1),15.1700,15.9900
C30_QC_00.d,TAG(55:2_FA18:2),13.7300,14.1600
C30_QC_01.d,TAG(55:2_FA18:2),13.7000,14.1000
C30_QC_02.d,TAG(55:2_FA18:2),13.7000,14.1000
C30_QC_00.d,TAG(55:3_FA18:1),15.2000,15.6600
C30_QC_01.d,TAG(55:3_FA18:1),15.1700,15.5900
C30_QC_02.d,TAG(55:3_FA18:1),15.1700,15.6300
C30_QC_00.d,TAG(55:3_FA18:2),14.8900,15.7200
C30_QC_01.d,TAG(55:3_FA18:2),15.2600,15.6600
C30_QC_02.d,TAG(55:3_FA18:2),15.2300,15.6600
C30_QC_00.d,TAG(55:4_FA18:1),14.8300,15.2600
C30_QC_01.d,TAG(55:4_FA18:1),14.8300,15.2300
C30_QC_02.d,TAG(55:4_FA18:1),14.8000,15.2300
C30_QC_00.d,TAG(55:4_FA18:2),14.8600,15.2900
C30_QC_01.d,TAG(55:4_FA18:2),14.8300,15.4100
C30_QC_02.d,TAG(55:4_FA18:2),14.8000,15.2300
C30_QC_00.d,TAG(55:5_FA18:1),14.4000,15.1100
C30_QC_01.d,TAG(55:5_FA18:1),14.5300,15.0800
C30_QC_02.d,TAG(55:5_FA18:1),14.5000,15.0800
C30_QC_00.d,TAG(55:5_FA18:2),14.5300,15.1400
C30_QC_01.d,TAG(55:5_FA18:2),14.5000,14.8900
C30_QC_02.d,TAG(55:5_FA18:2),14.4600,15.1100
C30_QC_00.d,TAG(55:5_FA20:4),14.7400,15.1100
C30_QC_01.d,TAG(55:5_FA20:4),14.7100,15.0800
C30_QC_02.d,TAG(55:5_FA20:4),14.4600,15.0800
C30_QC_00.d,TAG(55:7_FA22:6),14.2200,14.5900
C30_QC_01.d,TAG(55:7_FA22:6),14.1900,14.5600
C30_QC_02.d,TAG(55:7_FA22:6),14.1900,14.5600
C30_QC_00.d,TAG(56:1_FA16:0),16.4800,16.9000
C30_QC_01.d,TAG(56:1_FA16:0),16.4500,16.8100
C30_QC_02.d,TAG(56:1_FA16:0),16.4500,16.8400
C30_QC_00.d,TAG(56:1_FA18:1),16.5100,16.8700
C30_QC_01.d,TAG(56:1_FA18:1),16.4800,16.8100
C30_QC_02.d,TAG(56:1_FA18:1),16.4500,16.8100
C30_QC_00.d,TAG(56:10_FA18:2),14.8900,15.7200
C30_QC_01.d,TAG(56:10_FA18:2),15.2000,15.6600
C30_QC_02.d,TAG(56:10_FA18:2),14.8600,15.6600
C30_QC_00.d,TAG(56:2_FA16:0),15.9000,16.4800
C30_QC_01.d,TAG(56:2_FA16:0),15.8600,16.4100
C30_QC_02.d,TAG(56:2_FA16:0),15.8600,16.4100
C30_QC_00.d,TAG(56:2_FA18:0),15.9300,16.4100
